id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15
952000495,20150402T000000,598000.0,4,2.5,2420,5118,1.5,0,2,5,7,1550,870,1926,0,98126,1740,5750
9533100080,20140820T000000,781000.0,3,1.5,1290,8175,1.0,0,0,4,7,820,470,1952,0,98004,2130,8577
8731900340,20140623T000000,264000.0,3,1.75,1760,7482,1.0,0,0,4,8,1760,0,1966,0,98023,2000,7500
7867500021,20140616T000000,470000.0,3,1.5,1760,6723,1.0,0,0,3,7,1160,600,1958,0,98118,2080,8965
1186000125,20140509T000000,742500.0,4,2.75,3100,3773,2.0,0,0,3,8,2000,1100,1919,1996,98122,2130,3777
7215721070,20140929T000000,485500.0,4,2.5,1800,4500,2.0,0,0,3,8,1800,0,1999,0,98075,1800,4500
1823039205,20140624T000000,585000.0,3,2.5,2270,100545,2.0,0,0,3,8,2270,0,1998,0,98070,1277,100545
3582900310,20150304T000000,700000.0,3,1.75,1990,13000,2.0,0,3,3,9,1990,0,1980,0,98028,2880,11340
1072010510,20150210T000000,435000.0,4,2.25,2210,14073,1.0,0,0,3,8,1630,580,1978,0,98059,2340,11340
9191201385,20150301T000000,505400.0,3,1.75,1640,3400,1.0,0,0,4,7,930,710,1926,0,98105,1380,3750
9828701871,20150212T000000,570000.0,3,2.0,1400,1657,2.0,0,0,3,8,1060,340,2004,0,98112,1540,2275
1180002470,20141104T000000,354000.0,6,3.5,3020,4500,2.0,0,0,3,7,3020,0,1941,1992,98178,900,6000
2025059204,20140730T000000,1013050.0,4,2.5,2480,12688,1.0,0,0,4,9,1820,660,1967,0,98004,2910,11979
1796360350,20150128T000000,255000.0,3,1.75,1240,8659,1.0,0,0,5,7,1240,0,1986,0,98042,1490,8223
7977201845,20140514T000000,525000.0,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,1924,0,98115,1670,4590
2767600171,20140519T000000,440000.0,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1906,0,98107,1760,4200
6672700120,20141016T000000,459000.0,4,1.75,2260,9703,1.0,0,0,2,8,1660,600,1978,0,98052,2390,8455
984200540,20150114T000000,290000.0,4,2.5,2050,9015,2.0,0,0,4,7,2050,0,1973,0,98058,1780,8820
8663370060,20141009T000000,349000.0,3,2.25,1640,7261,2.0,0,0,3,7,1640,0,1989,0,98034,1640,6789
8724300030,20141223T000000,355000.0,3,2.25,1860,5028,2.0,0,0,3,8,1860,0,2012,0,98019,2320,5465
9274202270,20140818T000000,625000.0,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,1900,0,98116,1590,4025
9528101032,20150325T000000,600000.0,3,3.0,1520,1800,3.0,0,0,3,7,1520,0,2003,0,98115,1520,1500
2525500260,20141124T000000,331000.0,3,1.75,1300,9079,1.0,0,0,3,7,1300,0,1986,0,98059,1890,7369
7893202340,20140721T000000,335000.0,4,2.25,2280,7500,1.0,0,0,4,7,1140,1140,1963,0,98198,1660,8000
3275300270,20140708T000000,250000.0,3,1.75,1140,10400,1.0,0,0,4,7,1140,0,1983,0,98003,1280,9800
7430500415,20140725T000000,540000.0,2,1.0,1120,7500,1.0,0,2,4,7,1120,0,1971,0,98008,3040,16940
3126049501,20140717T000000,385000.0,3,1.5,1360,2030,3.0,0,0,3,8,1360,0,2008,0,98103,1360,1167
6117500460,20140630T000000,1309500.0,4,2.5,2680,12215,1.0,1,4,3,9,1590,1090,1956,0,98166,2960,19964
4388000140,20140729T000000,194000.0,3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,1190,6532
1324059139,20140918T000000,613000.0,3,2.25,1960,10385,1.0,0,0,3,8,1960,0,1988,0,98008,2800,12632
7880000060,20140604T000000,658588.0,3,2.25,2560,41346,2.0,0,0,3,10,2560,0,1986,0,98027,3040,35395
2206700215,20140822T000000,375000.0,4,2.0,2070,9822,1.0,0,0,5,7,2070,0,1955,0,98006,1300,9572
7701450110,20140815T000000,1038000.0,4,2.5,3770,10893,2.0,0,2,3,11,3770,0,1997,0,98006,3710,9685
2423059060,20150420T000000,838000.0,3,3.75,2930,150945,2.0,0,0,3,8,2930,0,1972,2000,98058,2070,43935
1736800520,20150403T000000,662500.0,3,2.5,3560,9796,1.0,0,0,3,8,1860,1700,1965,0,98007,2210,8925
3332000615,20141020T000000,310000.0,3,1.0,1330,3740,1.5,0,0,3,6,1330,0,1903,0,98118,1330,5053
2061100435,20140724T000000,499950.0,3,1.0,1440,5580,1.5,0,0,3,7,1440,0,1908,0,98115,2010,5580
2675600028,20150226T000000,615000.0,3,1.75,2660,7800,1.0,0,0,4,8,1330,1330,1951,0,98117,1950,6240
723049307,20140708T000000,210000.0,3,1.0,1070,8179,1.0,0,0,3,6,1070,0,1949,0,98146,1050,8177
2953000300,20141008T000000,201000.0,3,1.0,980,9682,1.0,0,0,3,7,980,0,1969,0,98031,1580,9682
5451210150,20140514T000000,955000.0,5,2.25,2510,9887,2.0,0,0,3,8,2510,0,1972,0,98040,2510,10006
1870400635,20150311T000000,805000.0,4,1.75,2360,4750,2.0,0,0,5,7,1660,700,1911,0,98115,1810,4750
7305300090,20141106T000000,338000.0,4,1.75,1530,8152,1.0,0,0,5,6,910,620,1948,0,98155,1310,8152
8665900206,20150423T000000,452000.0,2,1.75,1660,11747,1.0,0,0,3,7,830,830,1981,0,98155,1900,19850
6613000375,20150317T000000,1550000.0,4,3.5,3260,5000,2.0,0,0,5,9,2630,630,1937,0,98105,2600,5000
1223049150,20150414T000000,325000.0,2,1.75,1670,10725,1.0,0,0,3,7,1670,0,1965,0,98178,1600,10725
2767705010,20141006T000000,639000.0,4,2.0,1940,5000,1.0,0,0,4,7,980,960,1910,0,98107,1940,5000
7454000110,20150127T000000,202000.0,2,1.0,670,7844,1.0,0,0,3,6,670,0,1942,0,98126,740,7218
4051110240,20140825T000000,225000.0,3,2.5,1750,7490,1.0,0,0,4,7,1180,570,1979,0,98042,1570,7490
2864600105,20140624T000000,819000.0,3,3.5,2130,6150,2.0,0,2,5,8,1530,600,1908,0,98199,2040,5381
6749700110,20141029T000000,342000.0,3,3.0,1260,1634,3.0,0,0,3,8,1260,0,1998,0,98103,1260,1135
621069057,20150323T000000,569950.0,4,3.5,2700,443440,1.5,0,0,3,8,2700,0,1948,1997,98042,3210,298182
2131701020,20150311T000000,317000.0,3,1.5,1390,8300,1.0,0,0,4,7,1390,0,1974,0,98019,1470,7500
7752700110,20140618T000000,554000.0,5,2.25,1870,11411,1.0,0,0,4,8,1170,700,1961,0,98155,2420,10793
3751601501,20140716T000000,382450.0,3,2.5,2220,20531,2.0,0,0,3,8,2220,0,1998,0,98001,2420,19249
7501000130,20140505T000000,800866.0,5,2.5,3180,13806,2.0,0,0,4,10,3180,0,1990,0,98033,3180,13798
203101530,20140530T000000,475000.0,2,2.0,1540,54450,2.0,0,0,3,7,1540,0,1983,0,98053,2280,29918
1736100090,20141214T000000,339888.0,3,1.0,1040,7490,1.0,0,0,3,7,1040,0,1969,0,98034,1520,7410
4077800507,20140821T000000,518500.0,4,3.0,2120,5520,1.5,0,0,3,8,1420,700,1985,0,98125,2020,8700
4449800480,20150318T000000,677790.0,6,3.0,2800,4213,2.0,0,0,3,8,2800,0,1998,0,98117,1440,3960
1513800170,20150402T000000,392500.0,3,1.0,930,6572,1.0,0,0,3,7,930,0,1952,0,98115,960,5840
3290800215,20140730T000000,535000.0,2,1.0,980,4120,1.0,0,0,3,7,830,150,1950,2014,98115,1760,4120
625049286,20140815T000000,640000.0,3,1.0,1530,4944,1.0,0,0,3,7,1530,0,1950,0,98103,1500,4944
7202360600,20141008T000000,790000.0,4,2.5,3500,7519,2.0,0,0,3,9,3500,0,2004,0,98053,3920,7982
3278600680,20140627T000000,235000.0,1,1.5,1170,1456,2.0,0,0,3,8,1070,100,2007,0,98126,1360,1730
1822069109,20140910T000000,485000.0,3,2.5,2540,51836,1.0,0,0,4,8,1820,720,1976,0,98042,1650,51836
7547300050,20140515T000000,295000.0,3,1.5,850,2500,1.0,0,0,3,7,850,0,1986,0,98106,850,5000
8835200800,20150408T000000,281000.0,2,1.0,930,2600,1.0,0,0,3,7,930,0,1981,0,98034,1370,3488
6703100070,20150406T000000,369500.0,3,1.0,1200,9194,1.0,0,0,4,7,1200,0,1952,0,98155,1330,8650
5104520550,20140701T000000,357500.0,3,3.5,2080,5100,2.0,0,0,3,8,2080,0,2004,0,98038,2080,5100
1775800750,20150310T000000,344000.0,3,1.0,1150,12402,1.0,0,0,4,6,1150,0,1969,0,98072,1400,13600
251200200,20140627T000000,464900.0,4,2.25,2020,8424,1.0,0,0,4,7,1380,640,1979,0,98034,2030,7236
8731980440,20141016T000000,355000.0,5,2.5,2344,8000,1.0,0,0,4,8,1560,784,1976,0,98023,2344,8000
2734100734,20141015T000000,216650.0,3,3.5,1540,1427,2.0,0,0,3,7,1360,180,2007,0,98109,1220,4000
1126059022,20140722T000000,667400.0,4,2.5,2660,40312,2.0,0,0,4,8,2660,0,1977,0,98072,2650,45302
1624079024,20140515T000000,720000.0,3,2.5,3150,151588,2.0,0,0,3,9,3150,0,2007,0,98024,2410,208652
4310700020,20141010T000000,280000.0,3,1.0,1100,5132,1.0,0,0,3,6,840,260,1948,0,98103,1280,5132
3598600049,20141003T000000,124000.0,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,1560,8603
2953000250,20140731T000000,275000.0,3,1.5,1900,9737,1.0,0,0,4,7,1200,700,1968,0,98031,1670,9737
3768000280,20141201T000000,350000.0,3,1.0,1010,7680,1.0,0,0,4,7,1010,0,1967,0,98034,1320,7373
3095000185,20141013T000000,526000.0,3,1.0,1320,5250,1.5,0,0,5,7,1320,0,1913,0,98126,1490,5250
7931000066,20141224T000000,280000.0,2,1.75,1960,30144,1.0,0,0,3,7,980,980,1957,0,98031,1960,10140
3276930050,20140728T000000,699950.0,3,2.5,3370,36218,2.0,0,0,4,9,3370,0,1988,0,98075,2980,31793
8910500675,20140519T000000,461000.0,2,1.0,1060,7193,1.0,0,0,3,7,1060,0,1926,0,98133,1980,7560
1026049082,20141125T000000,500000.0,4,2.0,2760,27631,2.0,0,0,4,8,1800,960,1978,0,98155,2490,13158
9828202255,20140922T000000,890000.0,4,2.75,2610,4400,1.0,0,0,5,8,1260,1350,1920,0,98122,1770,4400
9423800030,20141118T000000,250000.0,3,1.0,1100,7470,1.0,0,0,4,5,1100,0,1917,0,98065,1280,7055
1123049129,20150224T000000,284200.0,3,1.75,1540,6632,1.0,0,0,3,7,1070,470,1959,0,98178,2510,6618
3343300644,20150511T000000,343000.0,2,1.0,1110,9920,1.0,0,0,5,6,700,410,1942,0,98056,2830,10091
7853430180,20140716T000000,699188.0,4,3.25,3250,5478,2.0,0,0,3,9,3250,0,2014,0,98065,3250,5482
7401000040,20140507T000000,405000.0,3,2.25,1660,8307,1.0,0,0,4,8,1660,0,1961,0,98133,2510,7800
7525100520,20140502T000000,335000.0,2,2.0,1350,2560,1.0,0,0,3,8,1350,0,1976,0,98052,1790,2560
5469502060,20141009T000000,400000.0,4,2.5,3140,12792,2.0,0,0,4,9,3140,0,1977,0,98042,2510,12792
7802900380,20140908T000000,335000.0,2,1.0,1360,69260,1.0,0,0,4,5,1360,0,1937,0,98065,1460,69260
8091410930,20150323T000000,287000.0,3,2.5,1710,10341,2.0,0,2,3,7,1710,0,1986,0,98030,1830,9358
625059051,20140903T000000,2350000.0,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,98033,2980,22863
98030630,20141215T000000,852500.0,5,3.75,3830,8131,2.0,0,0,3,10,3830,0,2005,0,98075,3570,7290
9547200790,20140917T000000,518000.0,3,1.75,1830,4500,1.5,0,0,4,7,1830,0,1909,0,98115,1830,4080
1612500155,20150317T000000,246000.0,4,1.5,2120,7110,1.5,0,0,3,6,2120,0,1919,0,98030,1540,7110
3461000120,20150430T000000,450000.0,4,1.75,1740,12204,1.0,0,0,3,7,1270,470,1961,0,98155,2190,12204
4154300296,20140926T000000,235000.0,3,1.0,960,5030,1.0,0,0,3,7,960,0,1955,0,98118,1460,5400
1646500810,20140919T000000,625000.0,2,1.75,1460,1500,2.0,0,0,3,8,1000,460,2008,0,98103,1440,4120
5101404444,20150414T000000,564000.0,5,2.25,2140,8700,1.0,0,2,3,8,1220,920,1962,0,98115,1720,6670
3797000295,20150312T000000,492000.0,2,1.0,880,2970,1.0,0,0,3,7,880,0,1927,0,98103,1370,3060
3172600151,20150325T000000,250000.0,4,1.0,1550,7296,1.5,0,0,3,6,1550,0,1957,0,98106,1370,7680
98000980,20150427T000000,1098000.0,4,3.5,4570,16219,2.0,0,0,3,11,4570,0,2002,0,98075,4700,16500
240000031,20150313T000000,322000.0,4,2.25,1940,10200,1.0,0,0,3,7,1360,580,1960,0,98188,1940,10200
6669010290,20141107T000000,320000.0,4,2.5,2190,7125,2.0,0,0,5,8,2190,0,1978,0,98032,2190,8075
2607730110,20140707T000000,391500.0,3,2.5,1920,9625,2.0,0,0,3,8,1920,0,1993,0,98045,1920,10343
6329000705,20150402T000000,545000.0,2,1.5,2340,13380,1.0,0,0,4,7,1280,1060,1954,0,98146,1490,8100
3623500135,20150326T000000,800000.0,4,2.25,2350,10664,1.0,0,1,2,7,1510,840,1952,0,98040,2350,10140
1687000240,20141210T000000,276000.0,3,2.5,2495,4400,2.0,0,0,3,8,2495,0,2007,0,98001,2434,4400
3905080730,20150223T000000,535500.0,3,2.5,2050,4976,2.0,0,0,3,8,2050,0,1994,0,98029,2050,5153
3425069083,20140625T000000,1005000.0,4,4.5,4225,284011,2.0,0,0,4,11,4225,0,1985,0,98074,2870,14576
1326069094,20150225T000000,524950.0,3,1.5,2700,24539,2.0,0,0,3,7,2120,580,1977,2014,98019,1830,11000
6181420200,20141120T000000,272000.0,4,2.5,2789,3960,2.0,0,0,3,7,2789,0,2007,0,98001,2547,3960
7589200193,20141110T000000,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,1570,5080
6002400030,20140814T000000,324950.0,4,1.75,2320,9240,1.0,0,0,3,7,1160,1160,1959,2014,98178,2130,7320
8718500495,20140730T000000,375000.0,4,1.75,2190,9225,1.0,0,0,4,7,1250,940,1959,0,98028,2190,9225
1370803640,20140820T000000,619790.0,3,1.75,1040,5097,1.0,0,0,4,7,800,240,1944,0,98199,1630,5097
5112800210,20141024T000000,255950.0,4,1.0,1500,11050,1.0,0,0,5,7,1500,0,1964,0,98058,1970,20800
7853370260,20140711T000000,635000.0,4,3.25,3420,6752,2.0,0,2,3,9,3030,390,2012,0,98065,3010,5172
4058800439,20140623T000000,664950.0,5,3.0,3190,7081,1.0,0,2,3,9,1890,1300,2013,0,98178,2270,7623
3523069047,20140825T000000,849000.0,4,2.75,4010,87555,2.0,0,0,3,10,4010,0,2004,0,98038,2451,209523
65000400,20141022T000000,570000.0,4,3.0,1490,6766,1.5,0,1,5,7,1490,0,1915,0,98136,1990,6526
8945100530,20150313T000000,172380.0,3,1.0,970,8378,1.0,0,0,4,6,970,0,1962,0,98023,1050,8563
3914000095,20140718T000000,430000.0,5,2.5,3860,42733,1.0,0,3,4,8,2300,1560,1955,0,98001,2520,19353
1601600195,20150319T000000,299000.0,3,1.0,1510,6200,1.0,0,0,3,6,1010,500,1955,0,98118,1710,8623
6929602390,20140826T000000,230000.0,3,1.0,880,7500,1.0,0,0,3,7,880,0,1978,0,98198,880,7500
476000338,20150225T000000,491000.0,3,2.0,1250,1306,3.0,0,0,3,7,1250,0,2000,0,98107,1320,1306
924000040,20140814T000000,324000.0,2,1.0,820,8370,1.0,0,0,4,7,820,0,1941,0,98177,1410,8370
3626039424,20140616T000000,320000.0,3,2.25,1200,1400,3.0,0,0,3,8,1200,0,2005,0,98133,1370,6552
825059271,20140910T000000,900000.0,3,2.75,2980,12600,1.5,0,0,3,8,1590,1390,1941,2012,98033,1520,9660
2202500150,20140819T000000,375000.0,3,1.0,1230,9877,1.0,0,0,3,7,1230,0,1954,0,98006,1240,9965
1245500725,20141030T000000,675000.0,3,1.75,1240,13869,1.0,0,0,4,7,1240,0,1957,0,98033,1970,7790
3723800409,20140507T000000,568000.0,3,2.0,2350,5080,1.5,0,0,3,8,1780,570,1929,0,98118,1700,5080
6648500580,20150421T000000,300000.0,3,2.25,2070,7225,1.0,0,0,3,8,1690,380,1979,0,98042,2070,7400
7899800120,20140820T000000,294350.0,3,1.0,1410,5120,1.5,0,0,3,6,1210,200,1925,0,98106,1330,5120
3298700946,20140725T000000,340000.0,2,1.0,1090,6771,1.0,0,0,3,6,1090,0,1954,0,98106,1200,4992
7525300240,20150219T000000,750000.0,4,2.25,2820,9602,1.0,0,1,3,8,1950,870,1974,0,98008,2890,9602
216500040,20150226T000000,259000.0,3,2.5,2740,7980,2.0,0,0,4,7,2740,0,1964,0,98168,1470,8611
6738700320,20150414T000000,1249000.0,4,3.5,3190,6000,1.5,0,3,4,9,2410,780,1912,0,98144,2840,4000
1321720160,20150102T000000,510000.0,4,3.0,3610,18948,2.0,0,0,3,10,3610,0,1993,0,98023,3568,18948
9485300010,20150213T000000,311500.0,4,2.5,1940,10133,2.0,0,0,3,8,1940,0,1992,0,98031,1940,7265
8691330130,20140611T000000,742000.0,4,2.5,2810,10986,2.0,0,0,3,10,2810,0,1997,0,98075,3540,10986
7768700300,20141205T000000,2575000.0,4,4.25,5540,15408,2.0,0,1,3,11,4280,1260,2006,0,98004,3570,14750
2767601805,20150213T000000,600000.0,2,1.0,1370,5000,1.5,0,0,3,7,1370,0,1905,0,98107,1500,5000
1049010300,20150427T000000,435000.0,4,2.0,1650,4745,1.0,0,0,3,7,1130,520,1972,0,98034,1650,5184
4047200580,20150302T000000,265000.0,2,1.5,1440,22081,2.0,0,0,3,7,1440,0,1990,0,98019,1440,19544
6338000493,20140912T000000,675000.0,4,2.75,2280,3200,1.5,0,0,5,8,1520,760,1931,0,98105,1970,4687
7203101260,20150211T000000,411753.0,3,2.5,1710,3795,2.0,0,0,3,7,1710,0,2009,0,98053,1600,3821
5249800010,20141203T000000,2725000.0,4,4.25,6410,43838,2.5,0,2,4,12,5610,800,1906,0,98144,2270,6630
5041300100,20140710T000000,639000.0,4,2.0,1840,5419,1.0,0,0,4,7,920,920,1942,0,98199,1800,5419
7856400240,20140627T000000,1620000.0,4,3.0,3900,9750,1.0,0,4,5,10,2520,1380,1972,0,98006,3410,9450
5467910190,20140527T000000,325000.0,3,1.75,1780,13095,1.0,0,0,4,9,1780,0,1983,0,98042,2750,13095
1788800630,20150225T000000,185000.0,3,1.0,840,12091,1.0,0,0,3,6,840,0,1959,0,98023,840,9324
3298200790,20140812T000000,475000.0,3,1.0,1270,8000,1.0,0,0,4,6,1270,0,1959,0,98008,1210,7875
5452800645,20140922T000000,865000.0,4,2.5,2260,13600,1.0,0,0,4,8,1770,490,1974,0,98040,2630,13995
5101400994,20140717T000000,361600.0,2,1.0,760,6380,1.0,0,0,3,6,760,0,1941,0,98115,1590,6380
3295950240,20140905T000000,303700.0,3,2.5,1981,5700,2.0,0,0,3,8,1981,0,2010,0,98030,1981,5894
7950303290,20150402T000000,499950.0,3,1.75,2060,3500,1.0,0,0,5,7,1030,1030,1951,0,98118,1110,6000
7785000230,20140527T000000,970000.0,5,3.0,3480,15185,2.0,0,0,4,8,3480,0,1964,0,98040,3030,14257
7399000580,20141117T000000,318000.0,4,2.25,2180,7000,1.0,0,0,3,8,1680,500,1969,0,98055,2000,8000
2459900040,20140717T000000,587000.0,5,3.5,3610,52595,2.0,0,0,4,7,3610,0,1989,0,98014,1620,60112
6649900030,20150505T000000,485000.0,3,2.0,1590,11222,1.0,0,0,4,7,1590,0,1948,0,98177,2160,16300
3918400013,20140701T000000,337000.0,3,2.25,1460,941,3.0,0,0,3,8,1460,0,2006,0,98133,1490,1399
4389201064,20140703T000000,810000.0,3,1.5,1520,9041,1.0,0,0,4,7,1520,0,1954,0,98004,3260,10020
2970800145,20150407T000000,350500.0,3,1.75,2080,5200,1.0,0,0,3,7,1040,1040,1974,0,98166,1410,6550
1139000215,20140718T000000,416000.0,2,1.75,1270,7560,1.5,0,0,4,7,1270,0,1932,0,98133,1480,7560
2402100895,20140625T000000,640000.0,33,1.75,1620,6000,1.0,0,0,5,7,1040,580,1947,0,98103,1330,4700
2140950160,20150222T000000,390000.0,4,2.5,2610,7227,2.0,0,0,3,9,2610,0,2011,0,98010,2630,7421
1139000035,20150305T000000,759950.0,4,3.5,2100,7560,2.0,0,0,5,8,2100,0,2005,0,98133,1250,7560
868001030,20140915T000000,1150000.0,4,2.25,3740,18000,1.0,0,0,4,9,1870,1870,1951,0,98177,2610,10902
173000140,20140722T000000,487000.0,3,1.75,1770,10125,2.0,0,0,3,7,1770,0,1944,1978,98133,1680,9825
6073300530,20150428T000000,529950.0,4,2.75,1860,7500,1.0,0,0,5,8,1220,640,1967,0,98056,2020,8137
424069233,20140531T000000,660000.0,3,2.25,2675,40910,2.0,0,0,3,8,2675,0,1984,0,98075,2300,39438
3735900590,20141021T000000,590000.0,3,2.25,2210,5742,1.0,0,0,3,8,1460,750,1951,0,98115,1900,4590
1250201680,20150507T000000,934550.0,4,3.25,2320,5900,1.5,0,2,4,9,2320,0,1910,0,98144,2320,6240
2025700200,20150220T000000,265000.0,3,1.75,1450,5858,1.0,0,0,4,7,1450,0,1991,0,98038,1520,6573
5366200330,20150114T000000,470000.0,4,2.0,1500,3659,1.0,0,0,3,7,830,670,1906,0,98122,1560,3706
418000010,20150422T000000,227450.0,2,1.0,660,6509,1.0,0,0,4,5,660,0,1952,0,98056,970,5713
3583300075,20141103T000000,599950.0,5,2.25,2680,13292,1.0,0,0,3,8,1340,1340,1976,0,98028,2220,13181
7893206305,20141006T000000,245000.0,3,1.5,2100,10000,1.0,0,0,4,7,2100,0,1954,0,98198,1300,7500
5515600163,20140916T000000,420000.0,5,2.25,3070,64033,1.0,0,0,3,9,2730,340,1983,0,98001,1560,28260
7893205080,20141007T000000,270000.0,3,1.5,1230,7500,1.0,0,0,3,7,1230,0,1962,0,98198,1260,7800
2391601010,20140820T000000,425000.0,3,1.0,1240,5750,1.0,0,0,4,6,1240,0,1948,0,98116,1240,5750
7936000562,20141216T000000,721000.0,3,2.25,2680,10440,1.0,0,1,3,8,1540,1140,1963,0,98116,2140,7560
8564860280,20140502T000000,459990.0,3,2.5,2680,5539,2.0,0,0,3,8,2680,0,2013,0,98045,2990,6037
9540100060,20140926T000000,330000.0,3,1.75,1590,9417,1.0,0,0,4,7,1590,0,1954,0,98177,1600,9272
1858600042,20150429T000000,360000.0,4,3.0,2483,6870,2.0,0,0,3,8,2483,0,2005,0,98030,1943,6434
3861470110,20140623T000000,2075000.0,4,3.5,4230,20377,2.0,0,0,3,11,4230,0,1997,0,98004,3980,20489
740500040,20141001T000000,265000.0,4,1.0,1860,8505,1.0,0,0,4,7,1860,0,1955,0,98055,1560,8505
8835900086,20140902T000000,350000.0,4,3.0,3380,16133,1.0,0,1,3,8,2330,1050,1959,0,98118,2500,11100
7503000050,20140807T000000,390000.0,3,2.5,1690,10113,1.0,0,0,3,7,1310,380,1991,0,98028,1690,10113
1929300415,20141119T000000,710000.0,4,1.75,2000,6000,1.0,0,3,5,7,1000,1000,1956,0,98109,2610,4377
7606200275,20141230T000000,190000.0,3,1.5,760,40039,1.0,0,0,3,6,760,0,1906,0,98065,980,6000
7899800730,20150324T000000,270000.0,3,2.5,1350,1189,2.0,0,0,3,7,1080,270,2007,0,98106,1300,1182
1923000150,20150424T000000,754000.0,5,3.5,3020,15305,2.0,0,0,3,10,2230,790,1978,0,98040,3680,14486
2790400380,20141201T000000,560000.0,3,2.5,2020,11935,1.0,0,0,4,9,2020,0,1976,0,98052,2410,12350
1954430190,20140808T000000,528000.0,4,2.75,2050,7171,1.0,0,0,3,8,1540,510,1988,0,98074,1960,7110
7893207490,20150212T000000,275000.0,3,1.0,1250,10744,1.0,0,0,3,6,1250,0,1942,0,98198,1500,10710
7278700100,20150121T000000,625000.0,4,2.5,2740,9599,1.0,0,2,3,8,1820,920,1961,0,98177,2660,8280
1762600320,20140610T000000,1025000.0,5,4.0,3760,28040,2.0,0,0,3,10,3760,0,1983,0,98033,3430,35096
3343901641,20140827T000000,365000.0,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,1979,0,98056,1720,11250
6905200050,20141009T000000,606400.0,3,3.0,1800,5000,1.5,0,2,3,8,1500,300,1929,0,98119,1670,5000
322069153,20140827T000000,364250.0,3,2.5,2280,213879,2.0,0,0,3,8,2280,0,1994,0,98038,2380,178160
2843200085,20150217T000000,260000.0,3,1.0,1910,8710,1.0,0,0,3,7,1080,830,1954,0,98168,1460,8944
3905100610,20150409T000000,517500.0,4,2.5,1520,3370,2.0,0,0,3,8,1520,0,1994,0,98029,1860,4486
7525950110,20140828T000000,1200000.0,4,3.25,3850,19842,2.0,0,3,3,11,3180,670,1989,0,98074,4320,19500
1652500060,20140711T000000,1650000.0,8,2.75,4040,20666,1.0,0,0,4,9,2020,2020,1962,0,98004,3670,20500
7883603190,20140722T000000,279000.0,3,1.0,1320,5750,1.5,0,0,3,7,1320,0,1913,0,98108,1010,5700
6837820030,20140522T000000,389950.0,4,2.5,3140,8060,2.0,0,0,3,9,3140,0,1991,0,98023,3000,8060
