LOCATION,SUBJECT,TIME,Value
CAN,BEEF,2024,18.3896574
CAN,BEEF,2025,18.29304866
CAN,BEEF,2026,18.00433953
CAN,PIG,1990,20.50646653
CAN,PIG,1991,20.27555479
CAN,PIG,1992,22.24032912
CAN,PIG,1993,21.64832991
CAN,PIG,1994,22.2636544
CAN,PIG,1995,21.79257665
CAN,PIG,1996,20.38568141
CAN,PIG,1997,19.94867814
CAN,PIG,1998,22.50277955
CAN,PIG,1999,23.57760182
CAN,PIG,2000,22.49365324
CAN,PIG,2001,22.72339205
CAN,PIG,2002,21.8744518
CAN,PIG,2003,19.74318813
CAN,PIG,2004,20.93767449
CAN,PIG,2005,18.09592926
CAN,PIG,2006,18.39948784
CAN,PIG,2007,19.66391463
CAN,PIG,2008,18.68658802
CAN,PIG,2009,18.48143629
CAN,PIG,2010,17.29490265
CAN,PIG,2011,16.76719295
CAN,PIG,2012,17.461595
CAN,PIG,2013,16.37481702
CAN,PIG,2014,16.17275452
CAN,PIG,2015,17.73553018
CAN,PIG,2016,16.94705307
CAN,PIG,2017,15.85679995
CAN,PIG,2018,15.40090819
CAN,PIG,2019,16.73406232
CAN,PIG,2020,16.49222351
CAN,PIG,2021,15.99394011
CAN,PIG,2022,15.2914186
CAN,PIG,2023,15.56004135
CAN,PIG,2024,16.40787494
CAN,PIG,2025,16.17835592
CAN,PIG,2026,16.19304668
CAN,POULTRY,1990,25.86520729
CAN,POULTRY,1991,25.83169151
CAN,POULTRY,1992,25.8582039
CAN,POULTRY,1993,26.39868372
CAN,POULTRY,1994,28.03369197
CAN,POULTRY,1995,27.78857088
CAN,POULTRY,1996,27.616084
CAN,POULTRY,1997,28.04830569
CAN,POULTRY,1998,28.6064354
CAN,POULTRY,1999,29.80001872
CAN,POULTRY,2000,31.21647474
CAN,POULTRY,2001,32.32502881
CAN,POULTRY,2002,32.61511799
CAN,POULTRY,2003,32.75129096
CAN,POULTRY,2004,32.91918887
CAN,POULTRY,2005,33.12916825
CAN,POULTRY,2006,33.46157152
CAN,POULTRY,2007,33.59263105
CAN,POULTRY,2008,33.75759603
CAN,POULTRY,2009,33.25105198
CAN,POULTRY,2010,32.85540204
CAN,POULTRY,2011,31.82889529
CAN,POULTRY,2012,31.5427592
CAN,POULTRY,2013,31.88451749
CAN,POULTRY,2014,32.68614426
CAN,POULTRY,2015,34.10655787
CAN,POULTRY,2016,34.81680218
CAN,POULTRY,2017,34.89126476
CAN,POULTRY,2018,34.66854985
CAN,POULTRY,2019,34.75922111
CAN,POULTRY,2020,34.73769919
CAN,POULTRY,2021,34.79375561
CAN,POULTRY,2022,34.86371259
CAN,POULTRY,2023,35.05132895
CAN,POULTRY,2024,35.26321652
CAN,POULTRY,2025,35.39628587
CAN,POULTRY,2026,35.52123425
CAN,SHEEP,1990,0.730405561
CAN,SHEEP,1991,0.764272223
CAN,SHEEP,1992,0.74114821
CAN,SHEEP,1993,0.752332884
CAN,SHEEP,1994,0.723221435
CAN,SHEEP,1995,0.713323289
CAN,SHEEP,1996,0.664067854
CAN,SHEEP,1997,0.651948044
CAN,SHEEP,1998,0.730094276
CAN,SHEEP,1999,0.753867099
CAN,SHEEP,2000,0.829785698
CAN,SHEEP,2001,0.911196365
CAN,SHEEP,2002,0.910415471
CAN,SHEEP,2003,0.952507759
CAN,SHEEP,2004,0.973777595
CAN,SHEEP,2005,0.982951162
CAN,SHEEP,2006,1.066423447
CAN,SHEEP,2007,1.070975244
CAN,SHEEP,2008,1.024720129
CAN,SHEEP,2009,1.013341834
CAN,SHEEP,2010,0.954364265
CAN,SHEEP,2011,0.932547495
CAN,SHEEP,2012,0.84875163
CAN,SHEEP,2013,0.879485148
CAN,SHEEP,2014,0.924069666
CAN,SHEEP,2015,0.909873857
CAN,SHEEP,2016,0.930115655
CAN,SHEEP,2017,0.885564286
CAN,SHEEP,2018,0.881422108
CAN,SHEEP,2019,0.882453621
CAN,SHEEP,2020,0.875018356
CAN,SHEEP,2021,0.868279757
CAN,SHEEP,2022,0.861160195
CAN,SHEEP,2023,0.854857956
CAN,SHEEP,2024,0.848435414
CAN,SHEEP,2025,0.854434505
CAN,SHEEP,2026,0.852247194
JPN,BEEF,1990,6.111035332
JPN,BEEF,1991,6.517054861
JPN,BEEF,1992,6.766243582
JPN,BEEF,1993,7.406406985
JPN,BEEF,1994,8.129089705
JPN,BEEF,1995,8.535522093
JPN,BEEF,1996,8.084060094
JPN,BEEF,1997,8.191633027
JPN,BEEF,1998,8.307415038
JPN,BEEF,1999,8.29381568
JPN,BEEF,2000,8.742209362
JPN,BEEF,2001,7.126961724
JPN,BEEF,2002,7.221160274
JPN,BEEF,2003,7.064563399
JPN,BEEF,2004,7.040784944
JPN,BEEF,2005,6.300510714
JPN,BEEF,2006,6.25016675
JPN,BEEF,2007,6.442418101
JPN,BEEF,2008,6.446809914
JPN,BEEF,2009,6.553640699
JPN,BEEF,2010,6.771114834
JPN,BEEF,2011,6.788026049
JPN,BEEF,2012,6.798861232
JPN,BEEF,2013,6.797340983
JPN,BEEF,2014,6.761354533
JPN,BEEF,2015,6.564992868
JPN,BEEF,2016,6.597658032
JPN,BEEF,2017,6.617494539
JPN,BEEF,2018,6.656651503
JPN,BEEF,2019,6.657268195
JPN,BEEF,2020,6.678657888
JPN,BEEF,2021,6.701447625
JPN,BEEF,2022,6.72546801
JPN,BEEF,2023,6.753030702
JPN,BEEF,2024,6.778398561
JPN,BEEF,2025,6.808254442
JPN,BEEF,2026,6.844875413
JPN,PIG,1990,13.21900597
JPN,PIG,1991,13.23926698
JPN,PIG,1992,13.23331214
JPN,PIG,1993,13.11437952
JPN,PIG,1994,13.18016213
JPN,PIG,1995,13.22634916
JPN,PIG,1996,13.88015681
JPN,PIG,1997,12.88024036
JPN,PIG,1998,12.77177108
JPN,PIG,1999,13.05350815
JPN,PIG,2000,13.52493752
JPN,PIG,2001,13.84753962
JPN,PIG,2002,14.52160822
JPN,PIG,2003,14.2838668
JPN,PIG,2004,15.22211774
JPN,PIG,2005,15.10979674
JPN,PIG,2006,14.13684084
JPN,PIG,2007,14.40083335
JPN,PIG,2008,14.64757982
JPN,PIG,2009,14.29396124
JPN,PIG,2010,14.48598274
JPN,PIG,2011,14.74061501
JPN,PIG,2012,14.66183572
JPN,PIG,2013,14.6410454
JPN,PIG,2014,14.83713858
JPN,PIG,2015,15.0516501
JPN,PIG,2016,15.35339088
JPN,PIG,2017,15.41374499
JPN,PIG,2018,15.36354911
JPN,PIG,2019,15.3847227
JPN,PIG,2020,15.39247454
JPN,PIG,2021,15.3997413
JPN,PIG,2022,15.41039618
JPN,PIG,2023,15.43865837
JPN,PIG,2024,15.45339132
JPN,PIG,2025,15.47598144
JPN,PIG,2026,15.54401836
JPN,POULTRY,1990,12.84486466
JPN,POULTRY,1991,12.05542181
JPN,POULTRY,1992,12.40775686
JPN,POULTRY,1993,12.15125736
JPN,POULTRY,1994,12.16287378
JPN,POULTRY,1995,12.43652713
JPN,POULTRY,1996,12.5485314
JPN,POULTRY,1997,12.30719261
JPN,POULTRY,1998,12.13306652
JPN,POULTRY,1999,12.1850367
JPN,POULTRY,2000,12.20101832
JPN,POULTRY,2001,12.14668027
JPN,POULTRY,2002,12.02442253
JPN,POULTRY,2003,12.00035687
JPN,POULTRY,2004,11.09414451
JPN,POULTRY,2005,11.49007967
JPN,POULTRY,2006,12.00006519
JPN,POULTRY,2007,11.87090469
JPN,POULTRY,2008,11.95740112
JPN,POULTRY,2009,12.27914202
JPN,POULTRY,2010,12.66132035
JPN,POULTRY,2011,12.33751938
JPN,POULTRY,2012,13.12125176
JPN,POULTRY,2013,13.10059355
JPN,POULTRY,2014,13.48095649
JPN,POULTRY,2015,14.03609023
JPN,POULTRY,2016,14.07316831
JPN,POULTRY,2017,14.2707861
JPN,POULTRY,2018,14.4885771
JPN,POULTRY,2019,14.52605217
JPN,POULTRY,2020,14.54295937
JPN,POULTRY,2021,14.5512055
JPN,POULTRY,2022,14.60386258
JPN,POULTRY,2023,14.63891779
JPN,POULTRY,2024,14.68780086
JPN,POULTRY,2025,14.73266668
JPN,POULTRY,2026,14.76833973
JPN,SHEEP,1990,0.75669645
JPN,SHEEP,1991,0.772784737
JPN,SHEEP,1992,0.811072174
JPN,SHEEP,1993,0.683020401
JPN,SHEEP,1994,0.571794327
JPN,SHEEP,1995,0.585048734
JPN,SHEEP,1996,0.504681216
JPN,SHEEP,1997,0.444474214
JPN,SHEEP,1998,0.425857203
JPN,SHEEP,1999,0.357453177
JPN,SHEEP,2000,0.324378998
JPN,SHEEP,2001,0.310996772
JPN,SHEEP,2002,0.297423731
JPN,SHEEP,2003,0.255047498
JPN,SHEEP,2004,0.322503797
JPN,SHEEP,2005,0.367721359
JPN,SHEEP,2006,0.370241212
JPN,SHEEP,2007,0.26686991
JPN,SHEEP,2008,0.269907059
JPN,SHEEP,2009,0.272553472
JPN,SHEEP,2010,0.218548879
JPN,SHEEP,2011,0.220323466
JPN,SHEEP,2012,0.190034662
JPN,SHEEP,2013,0.12590341
JPN,SHEEP,2014,0.141513953
JPN,SHEEP,2015,0.132097181
JPN,SHEEP,2016,0.146290821
JPN,SHEEP,2017,0.147081018
JPN,SHEEP,2018,0.146439871
JPN,SHEEP,2019,0.143446751
JPN,SHEEP,2020,0.140342237
JPN,SHEEP,2021,0.137343716
JPN,SHEEP,2022,0.134228444
JPN,SHEEP,2023,0.131137847
JPN,SHEEP,2024,0.128077638
JPN,SHEEP,2025,0.125060061
JPN,SHEEP,2026,0.122135792
KOR,BEEF,1991,5.085481244
KOR,BEEF,1992,5.685434485
KOR,BEEF,1993,5.325764908
KOR,BEEF,1994,5.698819237
KOR,BEEF,1995,6.568428536
KOR,BEEF,1996,6.829305997
KOR,BEEF,1997,7.729009616
KOR,BEEF,1998,6.969364118
KOR,BEEF,1999,8.279547316
KOR,BEEF,2000,8.620042072
KOR,BEEF,2001,7.458288254
KOR,BEEF,2002,8.466337493
KOR,BEEF,2003,8.154707856
KOR,BEEF,2004,6.632394529
KOR,BEEF,2005,6.11220841
KOR,BEEF,2006,6.780560742
KOR,BEEF,2007,7.565595497
KOR,BEEF,2008,7.792233172
KOR,BEEF,2009,7.271492577
KOR,BEEF,2010,8.398852223
KOR,BEEF,2011,8.778951393
KOR,BEEF,2012,8.903724892
KOR,BEEF,2013,9.310535675
KOR,BEEF,2014,9.743501475
KOR,BEEF,2015,10.00726954
KOR,BEEF,2016,10.25662694
KOR,BEEF,2017,10.32472909
KOR,BEEF,2018,10.35635777
KOR,BEEF,2019,10.36811928
KOR,BEEF,2020,10.40459922
KOR,BEEF,2021,10.4556347
KOR,BEEF,2022,10.51066989
KOR,BEEF,2023,10.57312445
KOR,BEEF,2024,10.61521951
KOR,BEEF,2025,10.67239317
KOR,BEEF,2026,10.73742478
KOR,PIG,1991,9.930181903
KOR,PIG,1992,13.3663785
KOR,PIG,1993,13.49860219
KOR,PIG,1994,13.98431521
KOR,PIG,1995,14.58580624
KOR,PIG,1996,15.62867316
KOR,PIG,1997,15.43328518
KOR,PIG,1998,15.22382964
KOR,PIG,1999,17.50009978
KOR,PIG,2000,16.35751996
KOR,PIG,2001,16.99506182
KOR,PIG,2002,17.44467082
KOR,PIG,2003,21.4219869
KOR,PIG,2004,19.7800284
KOR,PIG,2005,19.28459935
KOR,PIG,2006,23.17122883
KOR,PIG,2007,24.36839456
KOR,PIG,2008,24.52079617
KOR,PIG,2009,23.73223265
KOR,PIG,2010,24.53287572
KOR,PIG,2011,23.57856452
KOR,PIG,2012,22.76708759
KOR,PIG,2013,25.56876362
KOR,PIG,2014,27.13482204
KOR,PIG,2015,28.39694358
KOR,PIG,2016,28.28098219
KOR,PIG,2017,28.68389659
KOR,PIG,2018,28.72148825
KOR,PIG,2019,28.83058547
KOR,PIG,2020,28.92253601
KOR,PIG,2021,29.01529904
KOR,PIG,2022,29.1037752
KOR,PIG,2023,29.21553514
KOR,PIG,2024,29.31820167
KOR,PIG,2025,29.42698784
KOR,PIG,2026,29.54406324
KOR,POULTRY,1990,5.570101841
KOR,POULTRY,1991,6.73820303
KOR,POULTRY,1992,7.550072024
KOR,POULTRY,1993,7.874408791
KOR,POULTRY,1994,7.918353815
KOR,POULTRY,1995,8.63189222
KOR,POULTRY,1996,9.256490955
KOR,POULTRY,1997,8.647657394
KOR,POULTRY,1998,7.661475702
KOR,POULTRY,1999,9.469310059
KOR,POULTRY,2000,9.865327587
KOR,POULTRY,2001,10.78887746
KOR,POULTRY,2002,11.13886414
KOR,POULTRY,2003,9.783337465
KOR,POULTRY,2004,8.647423374
KOR,POULTRY,2005,11.10955584
KOR,POULTRY,2006,11.84928027
KOR,POULTRY,2007,11.64690947
KOR,POULTRY,2008,11.51931176
KOR,POULTRY,2009,12.22446684
KOR,POULTRY,2010,13.39090333
KOR,POULTRY,2011,14.334834
KOR,POULTRY,2012,14.35078041
KOR,POULTRY,2013,14.51167628
KOR,POULTRY,2014,16.25581076
KOR,POULTRY,2015,16.67493819
KOR,POULTRY,2016,16.93650248
KOR,POULTRY,2017,16.68395888
KOR,POULTRY,2018,16.87509988
KOR,POULTRY,2019,17.00155915
KOR,POULTRY,2020,17.12078986
KOR,POULTRY,2021,17.23308931
KOR,POULTRY,2022,17.38191597
KOR,POULTRY,2023,17.50400032
KOR,POULTRY,2024,17.64768472
KOR,POULTRY,2025,17.78265083
KOR,POULTRY,2026,17.90786491
KOR,SHEEP,1990,0.204153199
KOR,SHEEP,1991,0.157340811
KOR,SHEEP,1992,0.299883723
KOR,SHEEP,1993,0.239479192
KOR,SHEEP,1994,0.275852555
KOR,SHEEP,1995,0.255908013
KOR,SHEEP,1996,0.214451912
KOR,SHEEP,1997,0.193039231
KOR,SHEEP,1998,0.154387424
KOR,SHEEP,1999,0.134180509
KOR,SHEEP,2000,0.114270204
KOR,SHEEP,2001,0.094322111
KOR,SHEEP,2002,0.11256965
KOR,SHEEP,2003,0.111644734
KOR,SHEEP,2004,0.111577983
KOR,SHEEP,2005,0.110909045
KOR,SHEEP,2006,0.109924686
KOR,SHEEP,2007,0.109530422
KOR,SHEEP,2008,0.108842259
KOR,SHEEP,2009,0.108179501
KOR,SHEEP,2010,0.089629601
KOR,SHEEP,2011,0.106974771
KOR,SHEEP,2012,0.106431882
KOR,SHEEP,2013,0.105923057
KOR,SHEEP,2014,0.140589216
KOR,SHEEP,2015,0.174971546
KOR,SHEEP,2016,0.191666673
KOR,SHEEP,2017,0.192642272
KOR,SHEEP,2018,0.19364598
KOR,SHEEP,2019,0.194678214
KOR,SHEEP,2020,0.195739121
KOR,SHEEP,2021,0.196830177
KOR,SHEEP,2022,0.197951005
KOR,SHEEP,2023,0.199097861
KOR,SHEEP,2024,0.200265624
KOR,SHEEP,2025,0.201451493
KOR,SHEEP,2026,0.202655821
MEX,BEEF,1990,7.235979216
MEX,BEEF,1991,8.785646817
MEX,BEEF,1992,9.149044521
MEX,BEEF,1993,8.287104673
MEX,BEEF,1994,9.702667157
MEX,BEEF,1995,8.30342561
MEX,BEEF,1996,9.61724843
MEX,BEEF,1997,9.841781891
MEX,BEEF,1998,10.58918963
MEX,BEEF,1999,10.47654205
MEX,BEEF,2000,10.38309762
MEX,BEEF,2001,10.63249653
MEX,BEEF,2002,11.38327694
MEX,BEEF,2003,10.56412082
MEX,BEEF,2004,10.05169566
MEX,BEEF,2005,10.3028292
MEX,BEEF,2006,9.66482694
MEX,BEEF,2007,10.32688606
MEX,BEEF,2008,10.68810184
MEX,BEEF,2009,10.16052896
MEX,BEEF,2010,9.587159857
MEX,BEEF,2011,8.702572179
MEX,BEEF,2012,8.69636104
MEX,BEEF,2013,9.268458184
MEX,BEEF,2014,8.813086142
MEX,BEEF,2015,8.587198614
MEX,BEEF,2016,8.853939646
MEX,BEEF,2017,8.590004482
MEX,BEEF,2018,8.6477878
MEX,BEEF,2019,8.827174233
MEX,BEEF,2020,8.817021599
MEX,BEEF,2021,8.849787754
MEX,BEEF,2022,8.901568242
MEX,BEEF,2023,8.910631313
MEX,BEEF,2024,8.930160146
MEX,BEEF,2025,8.949477236
MEX,BEEF,2026,8.975913669
MEX,PIG,1990,7.195629817
MEX,PIG,1991,7.729480031
MEX,PIG,1992,7.653169688
MEX,PIG,1993,7.445217224
MEX,PIG,1994,7.987646808
MEX,PIG,1995,7.809268547
MEX,PIG,1996,7.522480318
MEX,PIG,1997,7.729657966
MEX,PIG,1998,8.156792123
MEX,PIG,1999,8.343630936
MEX,PIG,2000,8.87696225
MEX,PIG,2001,9.059659801
MEX,PIG,2002,9.338852904
MEX,PIG,2003,9.633258384
MEX,PIG,2004,9.880215459
MEX,PIG,2005,9.734898639
MEX,PIG,2006,9.680591395
MEX,PIG,2007,9.765992494
MEX,PIG,2008,10.03739785
MEX,PIG,2009,10.72034807
MEX,PIG,2010,10.63354449
MEX,PIG,2011,10.16281725
MEX,PIG,2012,10.75352559
MEX,PIG,2013,11.18122586
MEX,PIG,2014,11.20826692
MEX,PIG,2015,11.96334036
MEX,PIG,2016,11.82961911
MEX,PIG,2017,12.00179405
MEX,PIG,2018,12.32673902
MEX,PIG,2019,12.47729638
MEX,PIG,2020,12.5908049
MEX,PIG,2021,12.69027986
MEX,PIG,2022,12.73998253
MEX,PIG,2023,12.81457579
MEX,PIG,2024,12.84362565
MEX,PIG,2025,12.86940945
MEX,PIG,2026,12.88912394
MEX,POULTRY,1990,8.279181105
MEX,POULTRY,1991,9.439704587
MEX,POULTRY,1992,9.690058392
MEX,POULTRY,1993,11.07441159
MEX,POULTRY,1994,11.84918826
MEX,POULTRY,1995,13.01184007
MEX,POULTRY,1996,12.75600361
MEX,POULTRY,1997,14.46416653
MEX,POULTRY,1998,16.09537004
MEX,POULTRY,1999,16.98223767
MEX,POULTRY,2000,17.7871316
MEX,POULTRY,2001,18.72344779
MEX,POULTRY,2002,20.09903317
MEX,POULTRY,2003,21.57346105
MEX,POULTRY,2004,21.76566331
MEX,POULTRY,2005,23.18035515
MEX,POULTRY,2006,23.4132162
MEX,POULTRY,2007,23.43721505
MEX,POULTRY,2008,23.81123333
MEX,POULTRY,2009,24.04583578
MEX,POULTRY,2010,24.36440382
MEX,POULTRY,2011,24.79196532
MEX,POULTRY,2012,25.02027017
MEX,POULTRY,2013,25.20630212
MEX,POULTRY,2014,25.6360541
MEX,POULTRY,2015,26.44005845
MEX,POULTRY,2016,26.51124788
MEX,POULTRY,2017,26.60105734
MEX,POULTRY,2018,26.61034018
MEX,POULTRY,2019,26.6852753
MEX,POULTRY,2020,26.75823595
MEX,POULTRY,2021,26.89645063
MEX,POULTRY,2022,26.97646134
MEX,POULTRY,2023,27.10076129
MEX,POULTRY,2024,27.26871818
MEX,POULTRY,2025,27.42726008
MEX,POULTRY,2026,27.58169952
MEX,SHEEP,1990,0.459778685
MEX,SHEEP,1991,0.595611299
MEX,SHEEP,1992,0.636915864
MEX,SHEEP,1993,0.644664886
MEX,SHEEP,1994,0.668995778
MEX,SHEEP,1995,0.411689439
MEX,SHEEP,1996,0.401294788
MEX,SHEEP,1997,0.491592867
MEX,SHEEP,1998,0.512224291
MEX,SHEEP,1999,0.58043264
MEX,SHEEP,2000,0.687270364
MEX,SHEEP,2001,0.727653473
MEX,SHEEP,2002,0.732683948
MEX,SHEEP,2003,0.977859783
MEX,SHEEP,2004,0.839348936
MEX,SHEEP,2005,0.689909086
MEX,SHEEP,2006,0.661304067
MEX,SHEEP,2007,0.671650756
MEX,SHEEP,2008,0.656185765
MEX,SHEEP,2009,0.582026716
MEX,SHEEP,2010,0.540572705
MEX,SHEEP,2011,0.515065793
MEX,SHEEP,2012,0.475062061
MEX,SHEEP,2013,0.533069643
MEX,SHEEP,2014,0.52633228
MEX,SHEEP,2015,0.53340459
MEX,SHEEP,2016,0.52199746
MEX,SHEEP,2017,0.517430527
MEX,SHEEP,2018,0.515795129
MEX,SHEEP,2019,0.514880654
MEX,SHEEP,2020,0.513268761
MEX,SHEEP,2021,0.51185983
MEX,SHEEP,2022,0.510208707
MEX,SHEEP,2023,0.508619084
MEX,SHEEP,2024,0.507892981
MEX,SHEEP,2025,0.506803184
MEX,SHEEP,2026,0.506233816
NZL,BEEF,1990,26.07634871
NZL,BEEF,1991,24.03384999
NZL,BEEF,1992,24.80348445
NZL,BEEF,1993,24.15221829
NZL,BEEF,1994,21.02346783
NZL,BEEF,1995,28.21844619
NZL,BEEF,1996,29.05784024
NZL,BEEF,1997,25.25957693
NZL,BEEF,1998,21.92145507
NZL,BEEF,1999,23.14978488
NZL,BEEF,2000,23.27170014
NZL,BEEF,2001,21.66897019
NZL,BEEF,2002,16.95879613
NZL,BEEF,2003,23.16095298
NZL,BEEF,2004,20.19050709
NZL,BEEF,2005,15.75111418
NZL,BEEF,2006,17.18022894
NZL,BEEF,2007,20.07063412
NZL,BEEF,2008,20.10895066
NZL,BEEF,2009,17.6361382
NZL,BEEF,2010,19.40296274
NZL,BEEF,2011,19.7011783
NZL,BEEF,2012,18.43186729
NZL,BEEF,2013,15.68917434
NZL,BEEF,2014,14.71734941
NZL,BEEF,2015,14.46533909
NZL,BEEF,2016,10.42451087
NZL,BEEF,2017,12.97509102
NZL,BEEF,2018,13.320955
